IATA Code,Name,Country
TMZ,Thames,New Zealand
SNW,Thandwe Airport,Myanmar
THG,Thangool,Australia
TJV,Thanjavur,India
XTG,Thargomindah,Australia
JOR,The City Heliport,United States
CID,The Eastern Iowa Airport,United States
ZYH,The Hague Centraal Railway Station,Netherlands
HBG,The Hattiesburg-Bobby L. Chain Mun.,United States
PHQ,The Monument Airport,Australia
XDZ,The Pas Railway Station,Canada
PUF,The Pau-Pyrenees International Airport,France
TDN,Theda Station,Australia
TDR,Theodore,Australia
PVD,Theodore Francis Green Memorial State Airport,United States
TRM,Thermal,United States
SKG,Thessaloniki International Airport,Greece
YTD,Thicket Portage,Canada
TVF,Thief River Falls Regional Airport,United States
TMF,Thimarafushi Airport,Maldives
TEY,Thingeyri,Iceland
XTK,Thirsk Railway Station,United Kingdom
TED,Thisted,Denmark
THY,Thohoyandou,South Africa
ALX,Thomas C Russell Field,United States
TVI,Thomasville Municipal Airport,United States
YTH,Thompson,Canada
HEE,Thompson-Robbins,United States
THM,Thompsonfield,United States
KTB,Thorne Bay,United States
THO,Thorshofn,Iceland
QTH,Thredbo Bus Station,Australia
TTH,Thumrait,Oman
ZTK,Thun Railway Station,Switzerland
YQT,Thunder Bay International Airport,Canada
TIS,Thursday Island,Australia
TYG,Thylungra,Australia
TSN,Tianjin Binhai International Airport,China
TJJ,Tianjin Bus Station,China
TYB,Tibooburra,Australia
TIB,Tibu,Colombia
IRT,Tiburtina Railway Station,Italy
TJC,Ticantiki,Panama
THI,Tichitt,Mauritania
TIY,Tidjikja,Mauritania
XFU,Tierp Railway Station,Sweden
TFB,Tifalmin,Papua New Guinea
TGJ,Tiga,New Caledonia
TIJ,Tijuana Airport,Mexico
TPU,Tikapur,Nepal
TIH,Tikehau Atoll Airport,French Polynesia
HVT,Tikkurila railway station,Finland
TKC,Tiko,Cameroon
IKS,Tiksi Airport,Russia
TIO,Tilin,Myanmar
OTK,Tillamook,United States
HRM,Tilrempt,Algeria
TIU,Timaru Airport,New Zealand
TMD,Timbedra,Mauritania
TBK,Timber Creek,Australia
TBD,Timbiqui,Colombia
TBE,Timbunke,Papua New Guinea
TIM,Timika Airport,Indonesia
TMX,Timimoun Airport,Algeria
TSR,Timisoara Traian Vuia International Airport,Romania
YTS,Timmins Victor M. Power Airport,Canada
TNC,Tin City Afs,United States
TIC,Tinak Island,Marshall Islands
TCK,Tinboli Airport,Papua New Guinea
KTR,Tindal,Australia
TIN,Tindouf Airport,Algeria
TGI,Tingo Maria,Peru
TIG,Tingwon,Papua New Guinea
TIQ,Tinian International,Northern Mariana Islands
TIK,Tinker AFB,United States
KTP,Tinson,Jamaica
VEX,Tioga Municipal Airport,United States
TMY,Tiom,Indonesia
TOD,Tioman,Malaysia
TIE,Tippi,Ethiopia
FME,Tipton AAF,United States
TPN,Tiputini,Ecuador
TIA,Tirana International Airport,Albania
TRE,Tiree Airport,United Kingdom
TII,Tirinkot,Afghanistan
TRZ,Tiruchirapalli International Airport,India
TIR,Tirupati Airport,India
YTT,Tisdale,Canada
TTW,Tissa Tank,Sri Lanka
REG,Tito Menniti Airport,Italy
TIV,Tivat Airport,Montenegro
TZM,Tizimin,Mexico
PKY,Tjilik Riwut Airport,Indonesia
TKO,Tlokoeng,Lesotho
TYP,Tobermorey,Australia
SYQ,Tobias Bolaños International,Costa Rica
TOX,Tobolsk,Russia
RMZ,Tobolsk Remezov Airport,Russia
TOB,Tobruk,Libya
TOC,Toccoa RG Letourneau Field,United States
TCF,Tocoa,Honduras
PTY,Tocumen International Airport,Panama
TCW,Tocumwal,Australia
YAZ,Tofino Airport,Canada
GFB,Togiak Fish,United States
TOG,Togiak Village,United States
TKJ,Tok,United States
OBO,Tokachi-Obihiro Airport,Japan
TJK,Tokat,Turkey
TKI,Tokeen,United States
TKZ,Tokoroa,New Zealand
OOK,Toksook Bay Airport,United States
RAB,Tokua Airport,Papua New Guinea
TKN,Tokunoshima,Japan
TKS,Tokushima Awaodori Airport,Japan
LMJ,Tokyo Bus Station,Japan
TYO,Tokyo Metropolitan Area,Japan
TLO,Tol,Papua New Guinea
TDZ,Toledo,United States
TOW,Toledo,Brazil
TOL,Toledo Express Airport,United States
XTJ,Toledo Railway Station,Spain
TLI,Tolitoli,Indonesia
GTO,Tolotio Airport,Indonesia
TLU,Tolu,Colombia
TLC,Toluca International Airport,Mexico
VDU,Tom O'Connor Oilfield,United States
TPR,Tom Price,Australia
TMG,Tomanggong,Malaysia
TOM,Tombouctou,Mali
TOF,Tomsk Airport,Russia
TGU,Toncontin Airport,Honduras
TNH,Tonghua Sanyuanpu Airport,China
TGO,Tongliao Airport,China
TGH,Tongoa,Vanuatu
TEN,Tongren Airport,China
TPH,Tonopah Airport,United States
XKW,Tonsberg Railway Station,Norway
NOU,Tontouta Airport,New Caledonia
TON,Tonu,Papua New Guinea
TWB,Toowoomba,Australia
WTB,Toowoomba Wellcamp Airport,Australia
KYO,Topp Of Tampa,United States
TCJ,Torembi Airport,Papua New Guinea
TOK,Torokina,Papua New Guinea
YTZ,Toronto City Centre Airport,Canada
YBZ,Toronto Downtown,Canada
YTO,Toronto Metropolitan Area,Canada
TRY,Tororo,Uganda
TRF,Torp Sandefjord Airport,Norway
TOA,Torrance Airport,United States
TOJ,Torrejon AFB,Spain
UTL,Torremolinos,Spain
TSQ,Torres,Brazil
TOH,Torres Airstrip,Vanuatu
TOR,Torrington Municipal Airport,United States
TYF,Torsby Airport,Sweden
TTQ,Tortuquero,Costa Rica
TWP,Torwood,Australia
TNZ,Tosontsengel,Mongolia
TTJ,Tottori Airport,Japan
TOZ,Touba,Ivory Coast
TUQ,Tougan,Burkina Faso
TGR,Touggourt Airport,Algeria
TOU,Touho,New Caledonia
XZV,Toulon Railway Station,France
TLS,Toulouse-Blagnac Airport,France
ELT,Tour Sinai City,Egypt
XJT,Tours Railway Station,France
PAP,Toussaint Louverture International Airport,Haiti
TNF,Toussus-le-noble,France
YKD,Township Airport,Canada
TSV,Townsville Airport,Australia
TOY,Toyama Airport,Japan
TOE,Tozeur Airport,Tunisia
TZX,Trabzon Airport,Turkey
TDW,Tradewind,United States
YZZ,Trail Regional Airport,Canada
TST,Trang Airport,Thailand
JGQ,Transco Twr Galleria,United States
TGM,Transilvania,Romania
TPS,Trapani-Birgi Airport,Italy
TDX,Trat Airport,Thailand
SUU,Travis AFB,United States
TCB,Treasure Cay Airport,Bahamas
TRP,Tree Point Heliport,United States
TYT,Treinta-y-Tres,Uruguay
REL,Trelew Airport,Argentina
TRT,Tremonton,United States
XRG,Trent Valley Rail Station,United Kingdom
XQT,Trent Valley Rail Station,United Kingdom
YTR,Trenton,Canada
ZTN,Trenton RailwaySTN,United States
TTN,Trenton-Mercer Airport,United States
TQP,Trepell Airport,Australia
OYO,Tres Arroyos,Argentina
TQS,Tres Esquinas,Colombia
TSO,Tresco,United Kingdom
TSF,Treviso Airport,Italy
LNR,Tri County,United States
PSC,Tri-Cities Airport,United States
TRI,Tri-Cities Regional Airport,United States
PPF,Tri-City,United States
ANQ,Tri-State Steuben County,United States
HTS,Tri-State/Milton Airport,United States
SFY,Tri-Township Airport,United States
KTM,Tribhuvan International Airport,Nepal
TRS,Trieste - Friuli Venezia Giulia Airport,Italy
TDA,Trinidad,Colombia
TND,Trinidad,Cuba
YTI,Triple Island,Canada
TIP,Tripoli International Airport,Libya
VIC,Trissino,Italy
TRV,Trivandrum International Airport,India
YRQ,Trois-Rivieres,Canada
THN,Trollhattan Airport,Sweden
TMT,Trombetas,Brazil
TDP,Trompeteros,Peru
TOS,Tromso/Langnes Airport,Norway
TRH,Trona,United States
TRD,Trondheim Airport Vaernes,Norway
XZT,Trondheim S Rail Station,Norway
TTD,Troutdale,United States
TOI,Troy Municipal Airport,United States
TKF,Truckee-Tahoe,United States
TRU,Trujillo Airport,Peru
SUP,Trunojoyo,Indonesia
XLZ,Truro Railway Station,Canada
TCS,Truth or Consequences,United States
TJL,Três Lagoas Airport,Brazil
TBY,Tsabong,Botswana
TTS,Tsaratanana,Madagascar
TSZ,Tsetserleg,Mongolia
TSW,Tsewi,Papua New Guinea
TSH,Tshikapa,Democratic Republic of the Congo
TSD,Tshipise,South Africa
TSI,Tsili Tsili,Papua New Guinea
TZO,Tsimiroro,Madagascar
WTS,Tsiroanomandidy,Madagascar
CNW,TSTC Waco Airport,United States
ZTW,Tsuen Wan Railway Station,Hong Kong
TSB,Tsumeb,Namibia
TSJ,Tsushima Airport,Japan
TBC,Tuba City,United States
TUW,Tubala,Panama
TUB,Tubuai,French Polynesia
TUS,Tucson International Airport,United States
TUZ,Tucuma,Brazil
TCC,Tucumcari,United States
TUV,Tucupita,Venezuela
TUR,Tucurui,Brazil
EEL,Tudela Railway Station,Spain
TFI,Tufi,Papua New Guinea
TUG,Tuguegarao Airport,Philippines
YUB,Tuktoyaktuk,Canada
TYA,Tula,Russia
TLG,Tulagi Island,Solomon Islands
TUA,Tulcan,Ecuador
TCE,Tulcea,Romania
TLE,Tulear,Madagascar
ZFN,Tulita,Canada
THA,Tullahoma/William Northern Field,United States
MEL,Tullamarine Airport,Australia
TUL,Tulsa International Airport,United States
YTK,Tulugak,Canada
TLT,Tuluksak Airport,United States
TUY,Tulum,Mexico
TUJ,Tum,Ethiopia
TBM,Tumbang Samba,Indonesia
TUX,Tumbler Ridge,Canada
TMO,Tumeremo,Venezuela
TMI,Tumling Tar Airport,Nepal
TLP,Tumolbil,Papua New Guinea
TUM,Tumut,Australia
TWC,Tumxuk Tangwangcheng Airport,China
CXP,Tunggul Wulung,Indonesia
TNS,Tungsten,Canada
UTM,Tunica Municipalcipal Airport,United States
TUN,Tunis-Carthage International Airport,Tunisia
IAR,Tunoshna Airport,Russia
WTL,Tuntutuliak,United States
TNK,Tununak,United States
TPX,Tupai,French Polynesia
TUP,Tupelo Regional Airport,United States
TUE,Tupile,Panama
TUI,Turaif Airport,Saudi Arabia
BRQ,Turany Airport,Czech Republic
TUK,Turbat Airport,Pakistan
ZTA,Tureira,French Polynesia
TRN,Turin Airport,Italy
ZTC,Turin Bus Station,Italy
TKY,Turkey Creek,Australia
KRW,Turkmanbashi Airport,Turkmenistan
CRZ,Turkmenabad,Turkmenistan
TKU,Turku Airport,Finland
TLQ,Turpan Jiaohe Airport,China
TTL,Turtle Island,Fiji
THX,Turukhansk Airport,Russia
TZC,Tuscola Area,United States
TCR,Tuticorin Airport,India
TBB,Tuy Hoa Airport,Vietnam
TZL,Tuzla International Airport,Bosnia and Herzegovina
ENS,Twente,Netherlands
TNP,Twentynine Palms,United States
TWA,Twin Hills,United States
TWH,Two Harbors,United States
TYR,Tyler Pounds Regional Airport,United States
TYD,Tynda Airport,Russia
PAM,Tyndall AFB,United States
ZMX,Tynset Railway Station,Norway
TYE,Tyonek,United States
UAH,Ua Huka,French Polynesia
UAP,Ua Pou,French Polynesia
UAX,Uaxactun,Guatemala
QUB,Ubari,Libya
UBT,Ubatuba,Brazil
UBA,Uberaba Airport,Brazil
UDI,Uberlandia-Ten. Cel. Av. Cesar Bombonato Airport,Brazil
UBP,Ubon Ratchathani International Airport,Thailand
UBR,Ubrub,Indonesia
UDO,Udomxay,Laos
UTH,Udon Thani International Airport,Thailand
BAO,Udorn,Thailand
UFA,Ufa International Airport,Russia
UGI,Uganik,United States
UGS,Ugashik,United States
UGB,Ugashik Bay,United States
UGO,Uige,Angola
UJU,Uiju Airfield,North Korea
UJE,Ujae Island,Marshall Islands
UCT,Ukhta Airport,Russia
UKI,Ukiah,United States
UKA,Ukunda Airport,Kenya
ULO,Ulaangom,Mongolia
UUD,Ulan-Ude Airport,Russia
HLH,Ulanhot Airport,China
UCB,Ulanqab Jining Airport,Mongolia
RNA,Ulawa Airport,Solomon Islands
ULB,Ulei,Vanuatu
ULG,Ulgit,Mongolia
ULZ,Uliastai,Mongolia
ULI,Ulithi,Micronesia
UJN,Uljin,South Korea
QUL,Ulm Hbf Railway Station,Germany
USN,Ulsan Airport,South Korea
ULD,Ulundi,South Africa
ULX,Ulusaba,South Africa
ULY,Ulyanovsk Vostochny Airport,Russia
UMC,Umba,Papua New Guinea
UME,Umea Airport,Sweden
UMT,Umiat,United States
YUD,Umiujaq,Canada
UNS,Umnak,United States
UGT,Umnugobitour,Mongolia
UTT,Umtata Airport,South Africa
UNA,Una,Brazil
UNK,Unalakleet Airport,United States
DUT,Unalaska Airport,United States
UZH,Unayzah,Saudi Arabia
UDA,Undarra,Australia
UNR,Underkhaan,Mongolia
UNC,Unguia,Colombia
USC,Union County Airport,United States
UGL,Union Glacier Blue-Ice Runway,Antarctica
UNI,Union Island,Saint Vincent and the Grenadines
JLX,Union Station Heliport,United States
JUC,Universal City Heliport,United States
SCE,University Park Airport,United States
UOX,University-Oxford,United States
UVI,União da Vitória Airport,Brazil
UPL,Upala,Costa Rica
UPV,Upavon,United Kingdom
UPR,Upiara,Papua New Guinea
UTN,Upington Airport,South Africa
UPP,Upolu Point,United States
UKT,Upper Bucks,United States
QYX,Uppsala C Railway Station,Sweden
WZQ,Urad Middle Banner,China
URJ,Uraj Airport,Russia
URA,Uralsk Airport,Kazakhstan
YBE,Uranium City,Canada
UEN,Urengoy,Russia
UGC,Urgench Airport,Uzbekistan
URN,Urgoon,Afghanistan
URI,Uribe,Colombia
URM,Uriman,Venezuela
OMH,Urmia Airport,Iran
URU,Uroubi,Papua New Guinea
URR,Urrao,Colombia
URC,Urumqi Diwopu International Airport,China
URZ,Uruzgan,Afghanistan
UZR,Urzhar Airport,Kazakhstan
JLH,US Army Heliport,United States
ROZ,US Naval Station,Spain
AFF,USAF Academy Airstrip,United States
USQ,Usak,Turkey
USL,Useless Loop,Australia
USJ,Usharal,Kazakhstan
IPN,Usiminas Airport,Brazil
USO,Usino,Papua New Guinea
USK,Usinsk Airport,Russia
NDV,USN Heliport,United States
UIK,Ust-Ilimsk,Russia
UKK,Ust-Kamenogorsk Airport,Kazakhstan
UKG,Ust-Kuiga,Russia
UKX,Ust-Kut Airport,Russia
UMS,Ust-Maya,Russia
USR,Ust-Nera Airport,Russia
UTS,Ust-Tsilma,Russia
XUX,Ustaoset Railway Station,Norway
UTU,Ustupo,Panama
UTP,Utapao Airport,Thailand
ZUA,Utica N Railway,United States
UII,Utila,Honduras
UTK,Utirik Island,Marshall Islands
ZYU,Utrecht Centraal Railway Station,Netherlands
UTR,Uttaradit,Thailand
UTI,Utti,Finland
UMD,Uummannaq,Greenland
UVO,Uvol,Papua New Guinea
UYU,Uyuni,Bolivia
KJB,Uyyalawada Narasimha Reddy Airport,India
UDJ,Uzhgorod,Ukraine
UZC,Uzice-Ponikve,Serbia
ZKX,Uzwil Railway Station,Switzerland
ANU,V.C. Bird International Airport,Antigua and Barbuda
VAA,Vaasa Airport,Finland
PRG,Vaclav Havel Airport Prague,Czech Republic
BDQ,Vadodara Airport,India
VDS,Vadso Airport,Norway
FAE,Vagar Airport,Faroe Islands
VHZ,Vahitahi,French Polynesia
QBF,Vail Bus Station,United States
BEL,Val De Cans International Airport,Brazil
TUF,Val de Loire Airport,France
YVO,Val-d'Or Airport,Canada
HVG,Valan Airport,Norway
YOY,Valcartier,Canada
VCF,Valcheta Airport,Argentina
VDZ,Valdez Municipal Airport,United States
VLD,Valdosta Regional Airport,United States
VDB,Valdres Lufthavn Leirin,Norway
VAL,Valenca,Brazil
XHK,Valence TGV Railway Station,France
VLC,Valencia Airport,Spain
YJV,Valencia Railway Station,Spain
XVS,Valenciennes Railway Station,France
VLS,Valesdir,Vanuatu
VLL,Valladolid Airport,Spain
XJN,Valladolid Bus Station,Spain
VDP,Valle De Pascua,Venezuela
RLO,Valle Del Conlara,Argentina
VUP,Valledupar Airport,Colombia
VAH,Vallegrande,Bolivia
VLR,Vallenar,Chile
HRL,Valley International Airport,United States
VAP,Valparaiso,Chile
OBS,Vals-Lanas,France
TCL,Van De Graaf,United States
VDO,Van Don,Vietnam
VAN,Van Ferit Melen Airport,Turkey
VNY,Van Nuys Airport,United States
END,Vance AFB,United States
YVR,Vancouver International Airport,Canada
VLA,Vandalia,United States
VBG,Vandenberg AFB,United States
VND,Vangaindrano,Madagascar
ZRK,VanGalder Bus Termina,United States
VGG,Vangrieng,Laos
VAI,Vanimo Airport,Papua New Guinea
VNR,Vanrook,Australia
VBV,Vanuabalavu,Fiji
VRI,Varandey,Russia
XWV,Varberg Railway Station,Sweden
VAW,Vardoe Airport,Norway
GDO,Vare Maria,Venezuela
EJA,Variguies Airport,Colombia
VRK,Varkaus,Finland
VAR,Varna Airport,Bulgaria
VAC,Varrelbusch,Germany
VST,Vasteras/Hasslo Airport,Sweden
VVK,Vastervik,Sweden
VAT,Vatomandry,Madagascar
VAU,Vatukoula,Fiji
VTF,Vatulele,Fiji
VXO,Vaxjo Airport,Sweden
ZYV,Vegarshei Railway Station,Norway
XVX,Vejle Railway Station,Denmark
VUS,Velikij Ustyug Airport,Russia
VLU,Velikiye Luki,Russia
FKL,Venango Regional Airport,United States
VEE,Venetie,United States
VCE,Venice Marco Polo Airport,Italy
VNC,Venice Municipalcipal,United States
XXE,Vennesla Railway Station,Norway
VNT,Ventspils,Latvia
OXR,Ventura,United States
VER,Veracruz International Airport,Mexico
ZKY,Verbier Bus Station,Switzerland
XXG,Verdal Railway Station,Norway
VHV,Verhnevilyuisk,Russia
YVG,Vermilion,Canada
DNV,Vermilion County,United States
VEL,Vernal Regional Airport,United States
YVE,Vernon Regional Airport,Canada
VRB,Vero Beach Municipal Airport,United States
VRN,Verona Villafranca Airport,Italy
VRS,Versailles,United States
QXF,Vestbjerg Bus Station,Denmark
VEY,Vestmannaeyjar,Iceland
ZKZ,Vevey Railway Station,Switzerland
ZGX,Viborg Railway Station,Denmark
KDW,Vic. Resevour Kandy,Sri Lanka
VNZ,Vicenza Railway Station,Italy
VCH,Vichadero,Uruguay
VKS,Vicksburg,United States
VTA,Victoria,Honduras
ZIC,Victoria,Chile
VFA,Victoria Falls Airport,Zimbabwe
YWH,Victoria Inner Harbour Airport,Canada
YYJ,Victoria International Airport,Canada
ZEP,Victoria Railway,United Kingdom
VCD,Victoria River Downs,Australia
VDI,Vidalia Municipal Airport,United States
VNG,Viengxay,Laos
VIA,Vienna,Brazil
XWC,Vienna Central Station,Austria
VIE,Vienna International Airport,Austria
VIF,Vieste,Italy
QYW,Vieux Port,France
VCB,View Cove,United States
VGO,Vigo Airport,Spain
YJR,Vigo Railway Station,Spain
AES,Vigra Alesund Airport,Norway
VGA,Vijayawada Airport,India
MMO,Vila Do Maio,Cape Verde
SMA,Vila Do Porto Airport,Portugal
VRL,Vila Real Airport,Portugal
VLP,Vila Rica,Brazil
VNX,Vilanculos Airport,Mozambique
VHM,Vilhelmina Airport,Sweden
BVH,Vilhena Airport,Brazil
VIB,Villa Constitucion,Mexico
VIY,Villa Coublay,France
VDR,Villa Dolores,Argentina
VLG,Villa Gesell,Argentina
VAM,Villa International Airport Maamigili,Maldives
VME,Villa Mercedes,Argentina
VGZ,Villagarzon,Colombia
KWP,Village SPB,United States
VLM,Villamontes,Bolivia
ZVC,Villarrica Bus Station,Chile
ZLA,Villars-sur-Ollon Railway Station,Switzerland
VNO,Vilnius International Airport,Lithuania
VYI,Vilyuisk,Russia
KNA,Vina del Mar,Chile
OEM,Vincent Fayks,Suriname
VII,Vinh Airport,Vietnam
XVL,Vinh Long,Vietnam
XKZ,Vinstra Railway Station,Norway
VPG,Vipingo,Kenya
VIQ,Viqueque,East Timor
VRC,Virac Airport,Philippines
VCP,Viracopos Airport,Brazil
BFR,Virgil I Grissom Municipalcipal,United States
VIJ,Virgin Gorda Airport,British Virgin Islands
VIR,Virginia,South Africa
VJI,Virginia Highlands,United States
BCB,Virginia Tech,United States
VIU,Viru Harbour Airstrip,Solomon Islands
VVI,Viru Viru International Airport,Bolivia
VIS,Visalia,United States
VBY,Visby Airport,Sweden
VSE,Viseu Airport,Portugal
VTZ,Vishakhapatnam Airport,India
ZLB,Visp Railway Station,Switzerland
VSK,Vista Field,United States
VTB,Vitebsk,Belarus
VIT,Vitoria Airport,Spain
VDC,Vitoria Da Conquista Airport,Brazil
VTL,Vittel,France
VIV,Vivigani,Papua New Guinea
OGZ,Vladikavkaz Airport,Russia
VVO,Vladivostok International Airport,Russia
VKO,Vnukovo Airport,Russia
VOD,Vodochody,Czech Republic
VOH,Vohemar,Madagascar
VOI,Voinjama,Liberia
SKS,Vojens,Denmark
VLK,Volgodonsk,Russia
VOG,Volgograd International Airport,Russia
VOK,Volk Field,United States
UDE,Volkel,Netherlands
VGD,Vologda Airport,Russia
VPN,Vopnafjordur,Iceland
OTO,Vor,United States
VKT,Vorkuta Airport,Russia
VOZ,Voronezh Airport,Russia
XVK,Voss Railway Station,Norway
VOT,Votuporanga,Brazil
VRE,Vredendal,South Africa
VRU,Vryburg,South Africa
VYD,Vryheid,South Africa
VTG,Vung Tau,Vietnam
XVM,Vuokatti Bus Station,Finland
LHV,W T Piper Memorial,United States
SZG,W. A. Mozart Salzburg Airport,Austria
WZA,Wa Airport,Ghana
WAB,Wabag,Papua New Guinea
WAO,Wabo,Papua New Guinea
YWK,Wabush Airport,Canada
WAC,Waca,Ethiopia
CEO,Waco Kungo,Angola
ACT,Waco Municipal Airport,United States
DNI,Wad Medani,Sudan
WTN,Waddington RAF Station,United Kingdom
WAE,Wadi Ad Dawasir Airport,Saudi Arabia
WDA,Wadi Ain,Yemen
WHF,Wadi Halfa,Sudan
ZLC,Waedenswil Railway Station,Switzerland
WGU,Wagau,Papua New Guinea
AGI,Wageningen,Suriname
WET,Wagethe,Indonesia
WGA,Wagga Wagga Airport,Australia
WGY,Wagny,Gabon
WBA,Wahai,Indonesia
WAH,Wahpeton,United States
MOF,Wai Oti Airport,Indonesia
WKL,Waikoloa Airport,United States
WGP,Waingapu Airport,Indonesia
AIN,Wainwright,United States
WIR,Wairoa,New Zealand
WGN,Waitangi,New Zealand
WJR,Wajir Airport,Kenya
KAY,Wakaya Island,Fiji
AWK,Wake Island,United States Minor Outlying Islands
WKN,Wakunai,Papua New Guinea
WLH,Walaha,Vanuatu
WLC,Walcha,Australia
WDN,Waldron Island,United States
WAA,Wales Airport,United States
